Game ID,Word,Difficulty
9a917367-cb43-402e-8507-0d960a489ae1,vacatur,4
7a0771a2-2a89-4857-b3eb-a947ed7f47d1,hilding,4
98dd0161-27ed-41de-acf5-2432d9f8d683,rediscoverer,3
594e6583-5bbd-4b90-ad3e-0dcca20a22b1,boswelliana,8
ac468fbf-b3e3-447d-8b3f-715a101cead8,sarcocystidian,8
186c256c-77cf-42d9-95f2-be22cc3ac2e9,salamandridae,8
29e3ecfe-d403-449d-ac2e-fa700de2d649,teletype,5
140b2607-40fc-4073-8262-6fdd23de54a4,impenitently,6
adda122f-9e42-40ee-bf32-cccdaacae257,cerebrifugal,4
29bf2f67-b857-45b1-b34d-7bec7c1c1a39,phantasmagorian,8
ec1e0013-8f29-4be8-89de-57f3d7366d17,superclass,2
492a1dfb-d9f2-4c86-93fb-385bc1771463,unoperative,3
ca64c1e8-2da6-42c2-9702-2b545f939e90,lunulites,4
bf87d80d-4bbc-4a3c-9f18-0704286d444d,essenwood,4
e25cc0d2-c173-404b-9e81-790ec342e457,congestion,3
b2c99ec1-ffcc-454b-9f0c-61afddb64129,matrocliny,6
4c7eee93-c9c5-465e-9451-5fae4f7db48e,upflame,3
6f0ef15f-d6f3-4531-b6a5-871f3ab0724f,fissural,5
3f7771df-275f-48cd-a4b1-ea6a48239680,enterotoxication,7
92826073-df7c-48f4-bb6f-fca7669d5ad3,grandeur,3
8fc870aa-61b8-4dc3-a3c4-4a69a7b8041c,parasuchian,7
6196ad81-c76d-4b72-973e-5436b5b98f61,unseparably,4
e1789682-4ebc-49f9-b7af-193c920d25d8,compacture,5
9a0c4369-80b5-4c30-a9b2-b37bec77fd5a,ovariostomy,7
bced098d-2a85-4dce-a8ef-83f91da20ca8,accumulatively,6
f791798f-b0e8-49b3-968c-bc2577e5eae6,amplexus,7
2958fc9f-b8da-4c3d-b1ab-93ba9c8e070a,measlesproof,6
830b6fb2-94a3-42f4-ba47-21366b33c430,deliberateness,4
1e3ddbc6-f7ff-4f53-9279-f863862dbd33,gesticulate,3
3fed6387-4b8a-4f13-892d-df0be05fbc9b,ronni,4
35c2c59b-b110-481d-a745-3987fe125965,parapsis,4
cec47783-e350-4a5b-bb6e-be6b292240bc,epidermolysis,7
1529e1ab-28e4-4f3d-90ae-5d37adf9000a,monostrophe,6
4ce0706a-0914-4ea4-8a28-dee97850ed1e,monochromy,6
0e60e045-a3e7-4f31-b673-d2acce4decf7,thermosiphon,6
14c41302-08aa-414b-86e3-d0eb8f4a5732,tachycardiac,5
7dbed4a4-1274-44d6-8fc5-30fdab9e631d,constrainedly,5
80b2d237-7960-402c-953d-319eeb38500c,octamerism,5
88ba4336-06f7-4f86-95ab-64f6ee82ead9,canterer,3
fc7abeeb-47e0-4673-8ca6-530675b0f19a,unburrowed,4
b8216e0b-d85a-4b20-8d25-97800fa450bb,opisthodomus,7
c9b3a7c5-7a30-4fd0-9e14-527812e322bc,vansire,6
658332a8-5585-4c0f-8baa-9e20cc014da9,reconceal,2
1a4559b7-91b9-4e0b-af9f-54136af174ae,footgeld,4
b4e01a70-8a94-4e19-9e9e-331631dd51e9,calycate,5
11d25880-69cb-4709-bf44-b3bb0a00259c,toolholder,3
7de5b365-bef3-48e9-bf83-f551c3eff372,generalizer,4
701cf25a-7b4f-4209-b5fc-8c372c99c0aa,favillous,5
e38b800b-cd21-46d4-bc72-d149ee3ebe93,kinesodic,6
2a3252b1-25a8-45a5-938d-748c8312d444,spinulosa,5
66f0a4ff-f2cf-4eab-832e-68cbde2d849e,unwakefulness,4
0a4713b3-2856-4c5e-bf08-b7dd55108348,philobotanic,6
a6fdb2da-e1d6-446e-ad22-c8f3354225ab,chromatic,5
dfb113f0-5415-4bb3-93de-53a70e387a90,waterish,3
9f7c36bb-5acd-4dd0-a849-9e157d2b75f3,smack,3
0044b259-454c-4e59-a4e8-fb9ac178890b,mahoe,4
26d34a8e-d249-4b4a-9802-957cc82716f9,capreol,4
a6bf2375-0371-434e-b498-6e3f88502928,bygo,
d1f81902-ce8f-44a8-8614-3df540db04b1,diacoele,6
e9223fca-3520-46d3-a13d-0d7b372db0ac,cryptocarya,7
1d9feffa-4069-4656-9690-ad4d2a3cb7eb,silicon,3
9c2d81b5-329e-44dd-af4a-1b6ed670e961,unmuttered,4
0909a18e-824d-4cb8-9050-0b5d631ae5bb,anthropophagism,7
af650fef-0aab-46a9-9255-1a39e185f765,visceromotor,7
91ee78a3-070e-4902-b569-336ef6ef45a8,karakul,6
90bb0637-b6d8-42d8-9bf2-a647acfc432a,descriptiveness,6
7dd95801-be6e-44fb-a470-119d068ddd27,feeblish,4
b2fbef1d-ad97-4c99-ac8e-ae1aa65ee5b0,subspontaneous,5
1f59fdd8-e089-454d-ba4e-8db35d165024,gesan,4
d94a55f0-1456-4da8-9d64-3ad8e25663ea,cantharis,4
326473b6-b2db-48ea-a2a3-8ac7f4b56d06,unprayable,4
b186b1c7-aaab-4d35-bfa5-1d6edaf10b47,this,2
4ec58d2d-01b9-4ada-bcae-50326fa73810,minxish,7
631e96a7-832e-47ac-8fa5-34c0122bcd0c,sectarianism,6
093f4956-c69c-4212-b802-01e10eba563c,jugerum,8
8030ab12-2fc2-42c0-a1ef-798d59b902ba,pallasite,3
943ed212-d253-4237-88ce-5320d6802bf8,emotionable,4
b8623b74-b060-416d-8c9f-20387a2ba05b,muskogee,8
09d16152-b67e-4e66-b9f1-f726e4b7b824,indigitamenta,7
cb9eac44-e53e-4996-bf91-8f62961e04df,undefaming,5
f6ee4914-ea84-4711-ae59-3887c21d2096,puberulous,6
f30ebe51-3bae-4a08-901a-03d1f1931096,agdistis,7
3c7ce40e-284f-47b3-a337-a08ef355c867,mislabel,3
77485d54-bf40-44cf-9b79-832ac89ea8a3,axes,3
c8999b54-4ec3-4ce5-a5d6-d88c962c60e1,admeasure,4
d0cd3dc5-9b75-4204-9b85-16089033af37,absolutist,4
73e2e802-711f-4e57-991f-60325a950182,harvestry,4
91c74ae1-712f-4f59-b324-24bf82f80927,pecked,3
a1606411-45a8-4db0-9020-ce18ad1401b2,slipshodness,4
6f26f1d8-16c1-4341-8831-7b1e03f694b2,acme,2
0166a8d3-0633-4a62-a766-9d183738942a,recriticize,3
53670261-7aa2-4837-80f2-5a09ed1d167b,landsale,2
611c6963-7ff7-44d0-abda-939d5293db80,retrofrontal,4
8115b85a-02c9-43ac-b135-265afae00c12,perturbment,5
9ea5eec5-f0a2-43ac-aa53-fd74584118d8,optimistically,5
68f156e3-4b96-4ef7-b12c-7393269cb8bb,nonbookish,4
6b863889-db5e-428b-8ba2-2d982d8d6128,anomy,4
0e33df6d-04c6-4619-bf67-5f178a74d6a5,sixthet,6
966aa9fa-f78c-4b56-b304-a137dce9600d,stereoneural,6
22707a94-1b00-4e40-a170-d5f5cb7bf18d,myoplastic,7
7d08449b-9b4a-4206-82e1-46eec4d6d9ff,lexicographer,8
45b39769-88b5-4060-b87c-cecff31b0935,sophism,7
96737450-0ad6-403e-8072-aac450bacf30,nonreactor,3
4c29b296-4f6f-499a-bb01-0fe2085531ac,googly,4
1e323adc-91e3-4369-bed4-3dc1a60c369b,improvingly,4
8eb3cc44-92fd-48df-8eb7-10bf26057df4,aweel,3
a4cac72c-798d-480f-8b2f-587ea59d7307,oligophrenia,9
ff60df9b-aff6-4f86-859b-ed30ed792013,nonelector,5
373579f5-8279-4ac7-b628-ec04f287bccf,micrologic,5
abb5736c-888f-4463-99ea-71fad31893c1,pollutedly,6
905b1e7e-defe-4636-8a28-44308c634eeb,hemophthalmia,8
e9921e8c-7075-4a22-880a-d9e9a56b3b3f,couchancy,7
cc55f3c7-96cb-44bb-bcc6-c55a0ad86871,oxtongue,7
4295d48c-55c3-443e-9097-8a9822aed12f,overdilution,6
1082eeec-50a9-4b3a-be40-0ce8181227d7,hatchable,4
1213b156-ccdf-46d9-992a-b4bdf40748fe,holt,3
fe175199-6d8b-4799-a7ee-b625f9241921,rethatch,4
b3b99bbf-b009-4725-96fa-bead57f1aa5a,sulcal,3
20cb3672-a691-4e41-b195-41bf530b5420,stammel,4
dd88bc04-2df6-4325-acdc-e6b40fccbdd0,hygeistic,7
716fa9ef-fc62-4571-a39a-c55e74254eb8,notebook,4
a50bf826-9926-416a-b8a6-b68309368ca8,remede,3
0069b9fe-dd36-4a27-abd8-f6880430e2f9,bravura,5
e39cd895-8d71-440c-9e13-e7baddc1dc2d,brunch,4
a0c0e193-ba81-47fc-a42b-829588a01eb5,nonvindication,7
50605e21-d5f5-4283-81f4-73838ff4eed0,bombardment,5
7d0613c8-a0ad-48bf-ae1b-7769d667d827,hygienize,8
b04262b3-e4e3-4840-be18-744040ee640f,jubilus,7
0cfc18a2-92cb-46d3-b935-54f4acceb303,plenipotent,6
8c8538a0-bd8c-4e36-9703-84aacf0fc8bd,inland,3
a6a3d3f7-881e-4d8d-9aff-423a44df2437,achmetha,5
ddde41c9-0d25-4957-a1f7-703f7f39bd7f,caesuric,6
37285909-05cc-435a-8645-80aaebb0f199,potently,4
e8982d30-dbcc-4911-a45b-c1797c6c4f6f,joviniamish,7
651d4b1b-b573-4dbc-8f51-cceddd7c91c0,postmutative,7
154d151e-aea4-4e83-928f-5ede66ae6ead,unluckiness,6
d627d798-a1a4-4c7c-b433-96ec5a20ecdb,mercurialness,7
fd9a5f34-f873-469b-b119-4b05e41c9bff,foliobranchiate,8
0f76a0ac-3a40-4566-86f5-3b9f4e4154ec,thrammle,6
7a70ee33-1a49-499c-8da0-fbb00e2004ef,seedman,4
d2061490-51f1-4dee-867c-afd8872c9143,mucedinous,7
f8f2612f-2e67-435b-a739-1cc81c7e9bc5,sweat,3
a500bb53-f472-45c5-a2f7-500322dc9949,recipience,4
a6734269-18b9-49c7-aa07-7b9bb5effcd6,embrocate,5
05f3436d-5f52-48ab-8fd9-bf72a2cc8e53,logarithmetical,7
2f805f33-7966-4ec4-b126-8c2602c40876,inflexive,7
8c169621-6e76-4069-9eaf-531f98f82f5c,hepatica,8
af9e28f9-8618-4978-865d-b667dd0543e1,prologus,8
266a4080-9980-4bd8-8c49-981f910dc80e,vallary,7
61db2a66-7425-48fb-afd5-3a800b4aa55d,conkers,6
f86a2d1c-6902-4505-ab0d-8197767534d1,bivalvian,7
bda2e069-cea9-4e5f-8d7b-d3492b5243cf,gervais,6
8fcc9a7b-8830-4f46-a9f6-23af7f1aa45f,lechea,5
62876550-565a-46e0-80ad-c222c6a4837e,spread,2
cebc7223-52b8-48b3-9398-9cb2144e90db,parthenian,5
dd18b359-9fd6-4362-898c-192d57517098,kahili,7
284ed488-998e-4e1f-8c53-2be643d8f649,car,1
00132734-b5d0-4f62-a82d-090ad01b36c4,miao,3
b66d1519-fba2-49f1-a706-964790dad853,inaccessibleness,2
cedd3ebb-6cfe-4ac0-b7eb-79b4746c5116,chemoserotherapy,7
3a261b45-5681-4129-8f57-ea9e1744992e,alnus,6
19757d6c-9165-4158-b13b-c25c057c906e,pelecypod,8
5929de5d-95d7-4c35-8a46-c0d51ce27891,elcaja,8
1fd63673-aa83-4752-a13e-5018e304b487,maimedness,6
dff52550-4155-4e52-94e2-46f3f207babe,fissicostate,7
39443275-90c4-4618-8c47-7dc0ca4f12d1,narcomedusan,7
49208f9b-5426-49d9-8f8f-1520494cbe34,bristlelike,6
c3a8abd4-8693-43fe-a60c-02ef8e9377e8,metin,5
65563b4e-8ab8-413a-bf1b-669ed5b7ab15,juttingly,7
71e9967b-ddff-40b8-9b63-d07c6088b4b6,unpinion,6
ab6a7021-6ee6-4830-ad73-68a24366952a,chronogenetic,7
b6d32c38-a943-46af-ad04-63e36f6f325d,phthartolatrae,9
2bf95781-395a-4865-b16a-e331b96ba685,unfronted,4
12cf935e-e8e9-4b18-bc91-7b86778827a5,magnetify,5
6f56e144-725e-42f7-a77f-99bfe4a26459,boxbush,7
55b3c782-d5ca-4fc8-afc6-592214fc5e7b,bonapartist,6
d6e8cc5d-72d5-4ce5-ba81-2747b9bcc58e,subjicible,7
a20716b8-e987-4c97-a409-b074f00d8b35,spiker,6
7180191a-7c0e-40b6-8f01-5ba6f215c01c,basilosaurus,8
0cbad528-452a-44cd-8cdf-91b045c60136,precut,3
92465c1e-7545-4425-9038-9d4461d7bd71,asperges,3
6fc49920-e6c4-46b5-9c6a-b11e6d9718a6,quartation,7
c373f150-d462-4dbe-83bb-426605e6c09b,frondigerous,6
580d8fdf-0b60-44e2-a779-c0445f5a1c40,granulative,5
b681f703-0177-4db4-9a35-5e0ddbb1dd61,sulphocarbonic,6
9c8dc1cd-edb6-4c69-add3-30c53896084c,noegenetic,6
d296e749-b2e9-4e34-a52b-247641c86c8c,mesmeric,4
60260152-3588-447c-b11e-609f17235214,outborough,5
55a57645-1d49-47fb-a7a1-15f46ce6b668,oncosphere,6
368c5231-0be6-49fe-bee1-72d29eb3c12b,unhealing,4
4505a747-bddb-4e34-88ac-d3fdf4f13dea,grainery,4
45e2f2c0-03dd-4b05-b51c-c0caf3f7a14f,withwind,6
58da076c-048b-4c7c-a565-0aa83d91e019,kenoticism,7
229840fb-22a6-4bcd-bd2a-c5962838f9ab,valance,5
9429780b-39bf-4044-953d-d6dfd9e33cd7,metallography,6
505ae8f2-8f90-4b47-83e7-bab90b022d3d,ungirded,5
5e500966-b267-424f-8c9e-0fa7c6514d07,sternotracheal,7
eabcdb33-eebd-4813-b930-128adf1796af,renography,6
59a8e896-2baf-4477-9fb5-bfa7ebdc7df0,arche,2
572a73dd-c6bc-4140-8120-a916907471d0,protostrontium,7
70191c3c-3b77-4fa9-89ed-6a5b36c8ad92,nottoway,6
f736c64f-520e-4f7e-96de-ae5e37be56eb,agnoetism,8
2c63eebd-f8e8-42db-b0bd-d8c813ed8138,guti,4
5bb67621-69f2-46b8-a714-8e6d4c1062d3,coheiress,5
07e55fee-e4c1-4b70-8c8f-4a610c1563d3,pedatiform,6
23d8663d-4a50-4d22-b4d2-de167ec679bc,tetrabiblos,6
2136bd5e-0b9f-44a2-b408-6144d694bbb9,beshawled,7
c20a4e56-075d-4fe0-916c-67a6c3d57d7b,globulariaceous,9
c358692d-3e53-4f2e-b720-052951acc08d,autographically,7
099f77f1-c952-440a-bdd5-3bad414079cb,stoven,3
0276d026-f705-4ec0-84f6-5de0b7f91437,aldazin,6
1f156e69-c870-4f75-8180-ec4ce21e9ecf,blanketed,4
fe6d442a-020e-47b8-9941-6b3ac0fa6b84,tabulated,3
99323ba2-4cc2-4570-b08c-20875f64f13d,valuate,3
10aebd5e-afa1-4518-9dfc-e74d4a924f1b,hesitating,3
14423026-ec88-4097-90ab-fb3497932730,bracingly,5
200ca718-491d-4ae2-94f2-b54b5a6e9d0f,periplast,3
c472be72-569d-455c-a3f5-cc615acd1869,multurer,4
bca89604-715a-45bf-b41e-a1b9f50cf0c0,cad,2
0e91b7a2-a0ca-4d95-862a-0116899ca588,capot,2
340d5582-f90b-4f45-88d3-bd081d8fbe0e,nebby,4
1e554e0b-52be-480c-9649-5302c429e572,trisilane,5
8d37011d-f459-4a3c-a45b-c37ef69c6346,championlike,4
229a2750-5e42-4190-9bad-4b5509a91393,superstate,3
3220570b-a011-4355-8627-c6712e4066b5,alone,2
c377ce5c-e389-43d5-876c-5f482a4dd3d6,unchildishly,4
7219a70f-3228-4cbb-9fa4-cf6e5734bcad,phospho,5
2d085e54-dfb4-4973-937c-ec499ff5491d,argante,4
09548efd-1934-4c96-afc4-bc751266fc1d,acanthopomatous,8
f15838aa-2954-480e-bd79-89fbbf3e03ec,azilian,7
ced8c296-095d-4e33-a210-8fbdcc5f8c1e,semieffigy,7
a12f59c2-00e6-4258-b816-e63b1a0c5f7f,shepherdry,7
c6fe570c-f8d7-42bd-ad28-63738d9d87e5,nontheistic,6
2e9d0da0-267e-4d51-b153-f27518d4ccd4,pendicler,5
e0e90625-5323-424d-bd9e-019c7d953764,picris,6
42a415b7-d20a-4ccb-a167-7b0a7df98208,highliving,4
f69c8647-8b5c-4e4b-9bbd-68ad1aff64de,sphagnaceous,7
bbeb1b28-58d7-4d93-9e05-74c1281b7ff6,ephemerist,5
6c1b1349-e496-4249-b664-d1b3a01fdabb,churoyan,6
b4f036f9-fd89-4450-9b9e-bf4813f84b53,predominator,3
5e6df53b-fe84-48ef-932e-d986ee1fa617,aphotic,4
f35f2c61-fde1-4baf-aa3f-7841460c1f9c,mesopodiale,5
c58a8ac4-1735-42d0-bf48-f6858f1bf1d1,sculptograph,7
876095cd-d69a-4547-962b-59315f7246db,acrasiaceae,7
84be1782-67f8-4484-b1ce-aae61b363ecb,propitiative,6
2d43bebc-d81d-43a8-bf8d-3d4a1cf90b28,justification,4
b28dddc1-7efd-49eb-8327-eb567dc25349,lollingite,6
1824dd45-01e8-4801-bc28-81b984a97501,helvetii,6
